original,piggy,res_num1,res_num2,f_score,certificates,success,out_decode1,out_decode2,out_build1,out_build2,err_dec1,err_dec2,err_build1,err_build2,code_dec1,code_dec2,code_build1,code_build
0016A78BF0281D008A8280130137BB56FC9FEC998E861A6A3C6A0409202BBE52.apk,C774BAE6D2B79F7CD52D63CEB578BC9B0AE87285D408FA02280F4ACBCC8DA1B4.apk,454,454,0.98253275,diff,True,"I: Using Apktool 2.2.3 on 0016A78BF0281D008A8280130137BB56FC9FEC998E861A6A3C6A0409202BBE52.apk
 -> I: Loading resource table...
 -> I: Decoding AndroidManifest.xml with resources...
 -> I: Loading resource table from file: C:\Users\aleksandr.pilgun\AppData\Local\apktool\framework\1.apk
 -> I: Regular manifest package...
 -> I: Decoding file-resources...
 -> I: Decoding values */* XMLs...
 -> I: Baksmaling classes.dex...
 -> I: Copying assets and libs...
 -> I: Copying unknown files...
 -> I: Copying original files...
 -> ","I: Using Apktool 2.2.3 on C774BAE6D2B79F7CD52D63CEB578BC9B0AE87285D408FA02280F4ACBCC8DA1B4.apk
 -> I: Loading resource table...
 -> I: Decoding AndroidManifest.xml with resources...
 -> I: Loading resource table from file: C:\Users\aleksandr.pilgun\AppData\Local\apktool\framework\1.apk
 -> I: Regular manifest package...
 -> I: Decoding file-resources...
 -> I: Decoding values */* XMLs...
 -> I: Baksmaling classes.dex...
 -> I: Copying assets and libs...
 -> I: Copying unknown files...
 -> I: Copying original files...
 -> ","I: Using Apktool 2.2.3
 -> I: Smaling smali folder into classes.dex...
 -> I: Building resources...
 -> I: Building apk file...
 -> I: Copying unknown files/dir...
 -> ","I: Using Apktool 2.2.3
 -> I: Smaling smali folder into classes.dex...
 -> I: Building resources...
 -> I: Building apk file...
 -> I: Copying unknown files/dir...
 -> ",,,,,0,0,0,0
